tweet_id,tweet_text,image_path,label
542373239801257984,Our hearts go out to the people of the #Philippines. #Help by donating to http://t.co/7unJpdsw0k @philredcross http://t.co/MglQrYT1KF,image/542373239801257984_0.jpg,Needs and offers
353551217860943874,MT @CTVBeauchemin: Quebec police force aerial shot of town of Lac Megantic in the aftermath of trail derailment. http://t.co/rKUpRsSzNc,image/353551217860943874_0.jpg,Infrastructure and utility damage
541456110159294464,#AksyonSaHagupit  DWSD loads relief goods on board BRP Dagupan City in response to victims of #RubyPH. | via  PH Navy http://t.co/p39jVb5vJv,image/541456110159294464_3.jpg,Response
576423540905226241,Look at this intimidating image of Category 5 #Pam as it tracks toward the southern #Vanuatu Islands. http://t.co/Zlncyg7iWd,image/576423540905226241_0.png,Caution and advice
576467837792964608,We got an overnight update from Vanuatu on Cyclone Pam #TCPam. Thanks Isso! http://t.co/WKDxVVckpy (pic @teoumagirl) http://t.co/UVgZJrvBuF,image/576467837792964608_0.jpg,Infrastructure and utility damage
541544684246409216,@gpph: Nature does not negotiate: climate catastrophe with us now! http://t.co/e2XCFX26nZ #hagupit  #cop20lima http://t.co/cUki06CXzX,image/541544684246409216_0.jpg,Not humanitarian
540761593231847424,".@MMDA conducts meeting with PAGASA, local govt units re preparations for typhoon #RubyPH |via @trish_roque http://t.co/EhB39vZGMm",image/540761593231847424_0.jpg,Response
541757162775527424,"Batangas port. Wet, not yet windy. #hagupit about 6 hours away http://t.co/JHiPybapOh",image/541757162775527424_0.jpg,Other
390117235630411776,#PrayForBohol http://t.co/xfyoTri7bs,image/390117235630411776_0.jpg,Infrastructure and utility damage
541636662867279872,"#AlexDeSouza #RubyPH Please Follow   👇  🌹   http://t.co/S15aQJ1BVg … … … … … … …   thank you 🌹 "" http://t.co/QjaiiR9uOn",image/541636662867279872_0.jpg,Not humanitarian
406562602844573696,Image here from @Janney_h appears to confirm it is indeed police helicopter involved in Glasgow crash: http://t.co/BySlVrh2aM,image/406562602844573696_0.jpg,Response;Infrastructure and utility damage
592709138729304064,Till death u r mine. Hey god we all ur kid's only.@ranjan_ashwini @ANANDSB86 @b22f482f2ede425   #NepalEarthquake http://t.co/CjikATEoWc,image/592709138729304064_0.jpg,Affected individuals
577557307216650240,I think it's important to put a face to the cyclone. http://t.co/qStuBfG7E4,image/577557307216650240_0.jpg,Not humanitarian
511563860814622721,Hurricane #Odile Sends People to Shelters as It Makes Landfall in Baja California http://t.co/kvlHySFk2n via @ABC http://t.co/74hESstys1,image/511563860814622721_0.jpg,Caution and advice
369648983817191424,Here are some important hashtags you can use. (Note: Only use #RescuePH in really critical situations) http://t.co/OQHrB6IkLZ,image/369648983817191424_0.jpg,Caution and advice;Needs and offers
541370087219806209,"#RubyPH #Hagupit aftermath in #Tacloban as of 7.11am, PH time, Sunday @9newsph http://t.co/uScpo83Lwk",image/541370087219806209_3.jpg,Infrastructure and utility damage
580079456825401344,The bakesale is on! Stop by 680 2nd Street and donate to help those affected by the cyclone in #Vanuatu http://t.co/vasfIkHuN4,image/580079456825401344_0.jpg,Needs and offers
407938241820495872,The wreckage of the crashed Glasgow helicopter arrives at the @aaibgovuk Farnborough base http://t.co/Le4VfnnUnV + http://t.co/BFmW7Nfr28,image/407938241820495872_0.jpg,Response
576581944978227200,"Images of destruction are emerging from our colleagues on the ground in Port Vila, #Vanuatu. #CyclonePam #TCPam http://t.co/P6SxJJPl5y",image/576581944978227200_1.jpg,Infrastructure and utility damage
541456110159294464,#AksyonSaHagupit  DWSD loads relief goods on board BRP Dagupan City in response to victims of #RubyPH. | via  PH Navy http://t.co/p39jVb5vJv,image/541456110159294464_1.jpg,Response
501326449186320384,At least 160 lost lives in Nepal & India floods after days of torrential rain http://t.co/AUYLStDeKp http://t.co/W2kCBHSkrA,image/501326449186320384_0.jpg,Response;Affected individuals
295688655106887681,"As the Brisbane River rises, South Bank beach could be flooded for the second time in two years #bigwet #qldfloods http://t.co/n5uegX88",image/295688655106887681_0.jpg,Other;Infrastructure and utility damage
577066189777551360,"#CyclonePam: Rescue effort, assessing damage, underway in #Vanuatu after Cat-5 #TCPam. @smh: http://t.co/5N04dM9XcX http://t.co/NgEc0ZfLF2",image/577066189777551360_3.jpg,Response;Infrastructure and utility damage
396370732436828160,Photo obtained by CNN appears to show a weapon on the floor at #LAX . http://t.co/xuWPhFfeje http://t.co/KipB68PPJq,image/396370732436828160_0.jpg,Other
576537490644860929,“ @350: Beginning to see extent of damage in Vanuatu from mega-storm Cyclone Pam.  @350Pacific #TCPam http://t.co/JZtJEC1dVT”,image/576537490644860929_0.jpg,Infrastructure and utility damage
348234375508393985,@cbcian live in #calgary right now on #cbnn #yycflood. http://t.co/3J3ejDBvnF,image/348234375508393985_0.jpg,Not humanitarian
592659222401253377,"If you'd like to help the cause of #NepalQuakeRelief, here's some more information courtesy @InCrisisRelief http://t.co/F3sFwIrQcX",image/592659222401253377_0.png,Needs and offers
451226072235782145,RT&quot;@ChannelNewsAsia: #Tsunami advisory issued for state of Hawaii effective at 0545 pm hst http://t.co/gf8C7pBB5q http://t.co/KTOuR9uDCl&quot;,image/451226072235782145_0.jpg,Caution and advice
578631734788419584,Live picture of my bracket after the Cyclone loss....#MarchMadness @SchmidtyISU @jernst14 @CJS_24 http://t.co/7UlSpmYqGe,image/578631734788419584_0.jpg,Not humanitarian
541366339898580992,Carmela & her brother 2 of 1000's of kids sheltering from #Hagupit http://t.co/En6uEoPFL7 http://t.co/a8jwJpnPnI,image/541366339898580992_0.jpg,Response;Affected individuals
503600513527873536,in #Napa skaters finding upside to #earthquake damage. Photo from @nbcbayarea photog Jeremy Carroll http://t.co/WM2uZ4L4nV via @vickydnguyen,image/503600513527873536_0.jpg,Infrastructure and utility damage
509693178237440000,#Pakistan floods: Thousands flee after dyke breached by #BBC  @NorthAndrew  http://t.co/7OEgYGIySw #PakistanFloods http://t.co/2eEYAsPE8L,image/509693178237440000_0.jpg,Affected individuals;Infrastructure and utility damage
503671857296736257,"A 6.1 earthquake hit near Napa, California early this morning. http://t.co/bfFlZFjOk5",image/503671857296736257_0.jpg,Infrastructure and utility damage
591911225245569024,The beautiful #Patan Durbar square as I captured it just a few days ago. What a shame! #Nepal #earthquake http://t.co/G4WBpDpWJm,image/591911225245569024_0.jpg,Not humanitarian
592972930000162817,5.5 magnitude quake jolts Pak's northwest #Pakistan #earthquake #Nepal #China #Indi http://t.co/0JtJIRsmR4 http://t.co/hlmKn8vg23,image/592972930000162817_0.jpg,Other
511662073454284800,Few more photos of damage left by hurricane Odile in Cabo San Lucas. http://t.co/QZS5Jo9enx,image/511662073454284800_3.jpg,Infrastructure and utility damage
324134481072099329,Thank you Chicago. One of the most classiest things I've seen in a while.  #PrayForBoston http://t.co/2ZeLK2Sja5,image/324134481072099329_0.jpg,Not humanitarian
503967676390473728,"PGE4Me donates 400 lunches, breakfast food to  @NapaCoRedCross shelter to help #NapaQuake victims. http://t.co/s8xkfIs05n",image/503967676390473728_0.jpg,Response
451585810387595267,Interseismic coupling model prior to the 8.2Mw northern #Chile #Earthquake (Chlieh etal2011) http://t.co/PbH3BSIfeS http://t.co/OVPRvmD0go,image/451585810387595267_0.jpg,Caution and advice
508884822476214273,Rescue teams battle to retrieve thousands of people stranded by floods in India and Pakistan http://t.co/A1d76bjmmD http://t.co/wfTRbb7nGv,image/508884822476214273_0.jpg,Response;Infrastructure and utility damage
592203332812414976,'Nepalis have a family in 125 cr Indians' Modi's #MannKiBaat #SoulVultures #earthquake #NepalEarthquake http://t.co/yPmMwIe9UZ,image/592203332812414976_0.jpg,Not humanitarian
328849439512997890,RT&SIGN! @Primarkjobs @Mango @Matalan: Ensure workers safety & compensate victims #Bangladesh https://t.co/kuepM1lSFy http://t.co/ngga3so5Tp,image/328849439512997890_0.jpg,Infrastructure and utility damage
591930340911886336,Emergency declared in #Nepal after massive #NepalEarthquake  https://t.co/QKjDDP59js,image/591930340911886336_0.jpg,Caution and advice;Infrastructure and utility damage
592086258467221505,"Heritage temples destroyed. Entire streets damaged. Over 1000 deaths already.  #NepalEarthquake http://t.co/Z3ZF43jjor""",image/592086258467221505_0.jpg,Infrastructure and utility damage;Affected individuals
407166750040403969,"""@PILLAImk: Scene of derailed train in #NYC http://t.co/fcJ28S28Ff""",image/407166750040403969_0.jpg,Infrastructure and utility damage
370214831145504768,@BeautifulSarahG  Here's how you can send hot @Binalot meals to those affected by #MaringPH. Help #ReliefPH now! http://t.co/GuJ66k1BoT,image/370214831145504768_0.jpg,Needs and offers
542017301810139137,Brrrr! So cooold. #RubyPH http://t.co/rKAJg2oZzr,image/542017301810139137_0.jpg,Not humanitarian
541985757918134272,"At 12 am today (December 9), ORANGE rainfall advisory issued over Cavite, Laguna, and Batangas. #RubyPH http://t.co/12m6524gY4",image/541985757918134272_0.jpg,Caution and advice
541781571028537345,"Hey, Ruby. Take it easy.  #RubyPH  #GlobalArtistHMA One Direction #HollywoodMusicAwards DIRECTIONERS @onedirection http://t.co/CZ6gNBZip4",image/541781571028537345_0.jpg,Not humanitarian
591910323583483905,At least 'two children' dead after powerful 7.9 magnitude #earthquake hits #Nepal - casualties has not been confirmed http://t.co/ahqWdFDGn7,image/591910323583483905_2.jpg,Affected individuals;Infrastructure and utility damage
591882889098174465,My cousin just sent me these pictures. The entire bhaktpur durbar square is no more! #Kathmandu #earthquake http://t.co/ec0u4VhS7x,image/591882889098174465_0.jpg,Infrastructure and utility damage
581366559530049536,Taskforce repairing hospitals and schools in #PortVila return home to Sydney #CyclonePam http://t.co/xunh6Qwjy9 http://t.co/ZU9WDtmWHZ,image/581366559530049536_0.png,Response
592706192633376769,@Sootradhar Different school of thoughts #ThankYouPM #IndiaWithNepal http://t.co/KeJOMuvdjU,image/592706192633376769_0.png,Not humanitarian
577094934223806465,An aerial photo by @thomasmperry showing homes in #Vanuatu flattened by #CyclonePam. http://t.co/V1B0E3Nprp,image/577094934223806465_0.jpg,Infrastructure and utility damage
542200051079319552,#Hagupit downgraded to a tropical depression as it heads toward Vietnam: http://t.co/t5slXJcAf7 #RubyPH http://t.co/C05mVaRGfQ,image/542200051079319552_0.jpg,Caution and advice
504403006578647040,Will federal aid arrive for #napaquake ? http://t.co/KGAoPLr39Q http://t.co/uYJyF3SbT4,image/504403006578647040_0.jpg,Not humanitarian
354388316260544514,"BREAKING: Train stuck in flood water in Ontario, Canada; passengers stranded http://t.co/WLS7GDrn7u http://t.co/JwT9gVuFhJ  @lnicolasglobal",image/354388316260544514_1.jpg,Infrastructure and utility damage;Response;Affected individuals
541580587941625856,Super #typhoon #hagupit :Projected path in the #Philippines http://t.co/bV5bXXoth3,image/541580587941625856_0.png,Caution and advice
504183531741118465,♦ http://t.co/WWTZ9Ih1Nt 349 ♦ Earthquake ♦ Northern California braces for aftershocks after magnitude 6.0 earthquake http://t.co/ew1npfcRHJ,image/504183531741118465_0.jpg,Infrastructure and utility damage
592066785077145600,#RescueMarch rescuers commit to the mission of being ready. Bong Grajo speaks of #Nepal http://t.co/QBOmEhiYNi via @zakyuson,image/592066785077145600_1.jpg,Response
592632798671982593,“@AgnesBun: Nepalese residents cremate the bodies of their relatives in #Kathmandu @AFP #NepalQuake http://t.co/9Tn9BXlchT”,image/592632798671982593_1.jpg,Not humanitarian
504453904353226754,If you really want to help #drinknapa #wines #napaquake http://t.co/j4go5Ev9x7,image/504453904353226754_0.jpg,Infrastructure and utility damage;Needs and offers
576537490644860929,“ @350: Beginning to see extent of damage in Vanuatu from mega-storm Cyclone Pam.  @350Pacific #TCPam http://t.co/JZtJEC1dVT”,image/576537490644860929_1.jpg,Response;Infrastructure and utility damage
591963979955740673,Damn. That's really awful. Some beautiful historic places were destroyed. https://t.co/QaHCIFZ6bh,image/591963979955740673_0.jpg,Caution and advice
592332945320382464,This gang from UAE have been missing since the Quake. #PrayforNepal #QuakeNepal2015 http://t.co/UX2N39ZGhO,image/592332945320382464_0.jpg,Affected individuals
384398292987027456,"#Earthquake: Appreciate the spirit of this young donor- F-9 Park Collection Point, Isd. http://t.co/x7G3SAfjNZ",image/384398292987027456_0.jpg,Response
369307432821878784,"PHOTO: Flooding in Cainta town, Rizal province, east of Manila #FloodPH http://t.co/2Qr220EbQO",image/369307432821878784_0.jpg,Infrastructure and utility damage
578536425597104129,"On the island of Tanna in Vanuatu. After a cyclone last weekend, aid is slowly arriving http://t.co/Zsm3hT4yWP http://t.co/Y4MUpesbeZ",image/578536425597104129_0.jpg,Response;Infrastructure and utility damage
541557094760333313,A boy plays in a shanty town in Manila port area ahead of the arrival of typhoon #hagupit. Photo by @herime23 #AFP http://t.co/qYUISLs7jJ,image/541557094760333313_0.jpg,Not humanitarian
541781571028537345,"Hey, Ruby. Take it easy.  #RubyPH  #GlobalArtistHMA One Direction #HollywoodMusicAwards DIRECTIONERS @onedirection http://t.co/CZ6gNBZip4",image/541781571028537345_1.jpg,Not humanitarian
592126589741060096,"We were surprised, we're safe now,waiting for our flights: Patrick Leon, French national  #NepalEarthquake http://t.co/LNH1hjyczC",image/592126589741060096_0.jpg,Not humanitarian
592590257717149696,Pls help @oxfamgb reach as many people as possible in Nepal. Text NEPAL5 to <phone> to donate £5 NOW #NepalEarthquake http://t.co/YInTz5y2iU,image/592590257717149696_0.jpg,Needs and offers
540892425410330624,Back to SUPER status. #TyphoonHagupit winds strengthened to 150mph/240kph per JTWC. Track still uncertain. #RubyPH http://t.co/R2ad6wfIMY,image/540892425410330624_0.png,Caution and advice
541442718631997440,Trending: Typhoon Hagupit barrels toward Philippines http://t.co/bmOMVbcqHc http://t.co/62dxufjmRN,image/541442718631997440_0.jpg,Other
541370087219806209,"#RubyPH #Hagupit aftermath in #Tacloban as of 7.11am, PH time, Sunday @9newsph http://t.co/uScpo83Lwk",image/541370087219806209_2.jpg,Other
402899226910150657,"Seven Days of Tragedy, @adamjdean's deeply moving photos from Typhoon Haiyan @TIME http://t.co/RcfJ7RErGx http://t.co/lKZnMa4lX1",image/402899226910150657_0.jpg,Infrastructure and utility damage
540898564956643329,Salute to #WorldVision teams on 24-hour watch monitoring & ready to respond for #TyphoonHagupit. #RubyPH http://t.co/eqJMSTGCh7,image/540898564956643329_0.jpg,Not humanitarian
591991573455376385,"A 7.8 magnitude earthquake rocked Nepal this morning, claiming 900 lives. The aftermath is devastating. http://t.co/b1tlt8UMxp",image/591991573455376385_2.jpg,Response;Affected individuals
591912017914568704,4 Tonne relief materials carrying food & medicines Earth excavation equipments have been sent to Nepal from India http://t.co/4xdYcsEcrx,image/591912017914568704_0.jpg,Response
379704407744851968,Update: Is there a media blackout on the fracking flood disaster in Colorado? http://t.co/IBPOVJdcaH #COflood http://t.co/wN288bLBLy,image/379704407744851968_0.jpg,Infrastructure and utility damage
579810262431109120,"#Vanuatu: Around 4,000 children vaccinated against measles. Latest update: http://t.co/jC21FTOYSo  @UNICEF #TCPam http://t.co/QWZqCAasur",image/579810262431109120_0.jpg,Response
451165230299504640,M8.2 Chile #earthquake nucleated at edge of highly locked (stuck) part of subduction megathrust fault @CPPGeophysics http://t.co/rgwmyacIw1,image/451165230299504640_0.jpg,Caution and advice
591991573455376385,"A 7.8 magnitude earthquake rocked Nepal this morning, claiming 900 lives. The aftermath is devastating. http://t.co/b1tlt8UMxp",image/591991573455376385_1.jpg,Affected individuals
592798524103925760,Nation mourns as families hold mass cremations for victims of #NepalQuake http://t.co/IYu852GVku http://t.co/NHLjDDZIg6,image/592798524103925760_0.jpg,Not humanitarian
348186686850756608,"Can you see the car? RT  @GlobalCalgary: PHOTO: Macleod Trail under water, courtesy of Jeff Berg. #YYC #yycflood http://t.co/YraVoHzZMY",image/348186686850756608_0.jpg,Infrastructure and utility damage
541934406450311168,"MT ""@UNOCHA: Latest regional snapshot with Typhoon #Hagupit affecting 1 million people. More: http://t.co/enjYeo1Vap http://t.co/zltaGnF8i0""",image/541934406450311168_0.jpg,Infrastructure and utility damage;Caution and advice;Affected individuals
592086258467221505,"Heritage temples destroyed. Entire streets damaged. Over 1000 deaths already.  #NepalEarthquake http://t.co/Z3ZF43jjor""",image/592086258467221505_2.jpg,Infrastructure and utility damage;Affected individuals
510711701080006656,On the instructions of @BBhuttoZardari President #PPP Ulema Wing Punjab @Yousaf_Awan Visited flood affected villages  http://t.co/DM5fL1925U,image/510711701080006656_0.jpg,Not humanitarian
396338088903204864,This is absolutely disgusting. So easy to hide behind your computer. Hate is ugly #LAX #Tragic http://t.co/5CobARVqLZ,image/396338088903204864_0.png,Not humanitarian
328520501775458305,Couple died in each others arms in Bangladesh building collapse incident. http://t.co/HJnMIh0jD4,image/328520501775458305_0.jpg,Affected individuals
540530534410387456,"#Hagupit Oxfam is preparing for the worst, but still hopeful that the storm will change course http://t.co/8wNL55yevT http://t.co/bw1Ipq7jP6",image/540530534410387456_0.png,Caution and advice
508947754522247168,"Thousands Stranded in Srinagar, 160 Dead in Worst Floods in 60 Years #KashmirFloods http://t.co/hWYXoZXxiO http://t.co/JjDNIOyqEv",image/508947754522247168_0.jpg,Infrastructure and utility damage;Affected individuals
592631744819556352,Missing Valerie french 44 #nepalearthquake http://t.co/wDKCFfXCad,image/592631744819556352_0.jpg,Affected individuals
410347407730163712,Justin Bieber plays basketball with a young survivor of Super Typhoon Haiyan in Philippines http://t.co/kdhyEgHakD http://t.co/qEVQkV8Ouy,image/410347407730163712_0.jpg,Not humanitarian
503870846172401664,Damages from Northern California Earthquake Could Reach $1 Billion http://t.co/CaCsZNxAmc #NationalNews http://t.co/axVa3DQ3Qa,image/503870846172401664_0.jpg,Infrastructure and utility damage
593414160312094720,VA-TF1/USA-1 conducting search and rescue operations in Nepal. http://t.co/lNOhmBLX3e,image/593414160312094720_1.jpg,Response;Infrastructure and utility damage
541633076007141377,Praying for everyone's safety. Be informed. Be alert #gibishoes #RubyPH http://t.co/jWUKPimxwy,image/541633076007141377_0.jpg,Caution and advice
407263422451970049,NOW: NTSB officials discuss the deadly train crash in the Bronx - (LIVE) http://t.co/dFuw8wpJRr #MetroNorth http://t.co/IuvJYwEa3D,image/407263422451970049_0.png,Not humanitarian
576422336397619201,"RT @NOAASatellites: Visible and IR imagery of Cyclone #Pam taken around 0153 UTC. (March 12, 2015, 9:53 pm EDT) http://t.co/D0PHFfFLLw",image/576422336397619201_0.png,Caution and advice
591920263782010881,"Buildings collapse, at least 449 killed as 7.9 quake hits #Nepal, #India #earthquake  http://t.co/BbzIGbP3ve http://t.co/TY8smKGHSA",image/591920263782010881_0.jpg,Response;Affected individuals
541460350944546816,"“@HabitatPhils: The more funds raised, the more families can be helped. #Hagupit #RubyPH http://t.co/7eyOpogczM” @joshduhamel",image/541460350944546816_0.jpg,Needs and offers
503545342907133952,Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine: #napaearthquake http://t.co/gVnOeAVqfL”,image/503545342907133952_0.jpg,Infrastructure and utility damage
592981900186095616,Taiwan rescue and medical team departs for quake-hit Nepal #NepalEarthquake http://t.co/4mcWfZSmDC http://t.co/AUh8bLNEEq,image/592981900186095616_0.jpg,Response
392992888553885698,&quot;My property was built in 1823; I don't intend to lose it&quot; - #nswfires continue in Australia http://t.co/e1VZxgSxFq & http://t.co/O1YWHHYMzq,image/392992888553885698_0.jpg,Other
369699175039905792,Markina river now overflowing #FloodPH http://t.co/PkhcwhCpSH,image/369699175039905792_0.jpg,Infrastructure and utility damage
591910323583483905,At least 'two children' dead after powerful 7.9 magnitude #earthquake hits #Nepal - casualties has not been confirmed http://t.co/ahqWdFDGn7,image/591910323583483905_3.jpg,Infrastructure and utility damage;Affected individuals
593725863209742336,#HappyDSSFoundationDay #MSGHelpEarthquakeVictims Nepal earthquake: Frustration mounts over relief effort http://t.co/1juhVrAEye,image/593725863209742336_0.png,Response;Infrastructure and utility damage
541819622966558721,So close #foreveralone #PrayForThePhilippines #singlelife #needabiggerfreezer #randomhashtag  #RETWEEET http://t.co/yTqh4HUg00,image/541819622966558721_0.jpg,Not humanitarian
295654739939577857,@NewsTalk4BC mayor of Scenic Rim trapped at Moogerah Dam by flood waters #bigwet http://t.co/NH5kSlmc,image/295654739939577857_0.jpg,Affected individuals;Infrastructure and utility damage
592070392572997632,Hope they feel the world thinking about them and see the light of a new day #NepalEarthquake http://t.co/gu6nsTcdrG,image/592070392572997632_0.png,Caution and advice
592696312153374721,#NepalQuake: We will assess the devastating impact on Nepal’s cultural heritage #WorldHeritage http://t.co/f4EKnU30QN http://t.co/vhvM7kOe7M,image/592696312153374721_0.jpg,Infrastructure and utility damage
591912097186975745,Latest Satellite Image of Nepali Sky (NPT=UTC+5.45) [Auto tweet] #Weather: http://t.co/X1fEYdVqoo #SatImage #Nepal http://t.co/JQxMmXkas3,image/591912097186975745_0.jpg,Caution and advice
541370087219806209,"#RubyPH #Hagupit aftermath in #Tacloban as of 7.11am, PH time, Sunday @9newsph http://t.co/uScpo83Lwk",image/541370087219806209_1.jpg,Infrastructure and utility damage
541986082376515585,Let's hold big polluters accountable for climate crisis: http://t.co/Niq3jtW6ls #ClimateJustice #cop20 #Hagupit http://t.co/LVhz5eWeRU,image/541986082376515585_0.jpg,Not humanitarian
541429793309224960,"Pic: #Hagupit makes landfall in central Philippines, hitting the same region devastated by typhoon #Haiyan last year. http://t.co/4ZEsuJ2Lfh",image/541429793309224960_0.jpg,Infrastructure and utility damage
592120432804941824,TANUJ GARG: India is planning to send 10 flights today to help #Nepal . Proud of my country. #NepalEarthquake … http://t.co/8Mc4HjqThT,image/592120432804941824_0.jpg,Response
370027228299411456,RT @enjoyGLOBE: Updated list of Globe Libreng Tawag Stations for those affected by #MaringPH http://t.co/46mfpngboi,image/370027228299411456_0.jpg,Needs and offers
508524092115263488,Shelter camp by RSS in jammu kashmir floods @EeshHindu  @ShivaRamKrshna  @HDLindiaOrg  @RSSorg  @anilkapurk  @sambitswaraj http://t.co/FjXA3ydZV2,image/508524092115263488_1.jpg,Response
541492229412364288,"Huge improvement in rainfall based on Proj. NOAH. Pic shows #RubyPH now over Masbate. Last night, more red. @nababaha http://t.co/jEJJ7eA6Ji",image/541492229412364288_0.jpg,Caution and advice
541994013276905472,"#RUBY #Laguna Lowered to signal #1. #Hagupit weakened, Max winds 65 kph, gust of up to 80, West at 13 kph http://t.co/m1Xf7QCwv6",image/541994013276905472_0.jpg,Caution and advice
540103044264783874,NDRRMC and #PAGASA released a list of areas deemed critical as Typhoon #Hagupit approaches the country. http://t.co/lWJwU8GLF7 | @PanahonTV,image/540103044264783874_0.png,Caution and advice;Infrastructure and utility damage
592692064678207488,"Experts from AIIMS, Safdarjung hospital to head to Nepal http://t.co/SbvGlcOdH2 http://t.co/htrDqIL4vS",image/592692064678207488_0.jpg,Response
510462916475105280,"Pakistan going under floods but Imran-Qadri remain stubborn, in love with their egos, no care for the flood affected http://t.co/7Wfi5dJmTZ",image/510462916475105280_0.jpg,Not humanitarian
392072341913481216,CALL OUT: Is Sydney's smoke haze affecting your health today? Send an email to news@nine.com.au #9NEWSat6 #nswfires http://t.co/uGyezyJS4S,image/392072341913481216_0.jpg,Other
577417075028832256,Cyclone Pam ravages Vanuatu as first rescue teams find entire villages blown away http://t.co/eHKH6RX2f8 http://t.co/UO5XP9prCL,image/577417075028832256_0.jpg,Infrastructure and utility damage
390713748198932481,"If you're wondering why NSW is freaking out right now, this is what our state looks like: each diamond is a fire http://t.co/8FigFy8j09",image/390713748198932481_0.jpg,Caution and advice
382892071033380866,PHOTO: This Is The New Island Created By Pakistan's Deadly 7.7 Earthquake http://t.co/3IM4LrWzaY #Pakistan #Quake http://t.co/gfnq36zffX,image/382892071033380866_0.jpg,Not humanitarian
592772775250657280,Unbelievable video: #Everest avalanche caught on camera as it sweeps camp: http://t.co/J78dRE3nBi #NepalQuake http://t.co/eFYKRXgFJQ,image/592772775250657280_0.jpg,Other
592753099883859969,"#NepalEarthquake: US to send $10 million in aid to help victims, says John Kerry http://t.co/LT3tKJzutk http://t.co/fPCB877fYB",image/592753099883859969_0.jpg,Response
278627845436239872,@UPManilaOnline's Ugnayan ng Pahinungod is accepting donations for the victims of Typhoon #PabloPh. http://t.co/ZKmYmGj3,image/278627845436239872_0.jpg,Needs and offers
592591594886410240, #Apple partners with #RedCross for #Nepal earthquake relief donations http://t.co/5OFPrSSctT,image/592591594886410240_0.jpg,Response;Needs and offers
541497888636170240,"RT @jenniferjames Sad! MT @WFP_Philippines: #TyphoonHagupit damages #Tacloban airport, says WFP staff @clarindamycin. http://t.co/ntyWTn4CdE",image/541497888636170240_0.jpg,Infrastructure and utility damage
511042675252805633,flood in jammu & kashmir : http://t.co/iVnBZw757p,image/511042675252805633_0.jpg,Response;Infrastructure and utility damage
503920995363995648,Nappa earthquake wreaks California's $13 billion #wine industry http://t.co/IqNObVpPBJ http://t.co/YnmovZdYOP,image/503920995363995648_0.jpg,Infrastructure and utility damage
580740541702225921,"""This is huge"".. so says 1st grader at Denison Mont. #Vanuatu relief bake sale #9News #goodkidsdoinggood http://t.co/5IXIcznwLT",image/580740541702225921_0.jpg,Response
295996876392648704,"This is why they say 'If it's flooded, forget it'. You never know what damage will be revealed. #bigwet http://t.co/Lny0ykXP",image/295996876392648704_0.jpg,Infrastructure and utility damage
